recorder_uuid,age_range,country,province,city,postal_code,gender,occupation,mother_language,birth_country,birth_province,birth_city,grow_up_country,grow_up_province,grow_up_city,years_at_current_location,has_disability,has_speech_impediment,education
aee43084-f341-11ef-b893-0242ac120002,30-39,ZA,Eastern Cape,Qumbu,5180,female,Self Employed,xho,ZA,eastern_cape,Umthatha,ZA,eastern_cape,Umthatha,6,False,False,3
edc93a6e-f7f5-11ef-bf9c-0242ac120002,18-29,ZA,Gauteng,Johannesburg,2198,female,Contact Centre Guide,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,26,False,False,5
cb8a94cd-ffce-11ef-a4e6-0242ac120005,30-39,ZA,Eastern Cape,East London,5219,female,Marketing,xho,ZA,eastern_cape,East London,ZA,eastern_cape,East London,30,False,False,2
af9cf32a-0300-11f0-8300-0242ac120004,30-39,ZA,Eastern Cape,Alice,5700,male,Unemployed,xho,ZA,eastern_cape,Fort Beaufort,ZA,eastern_cape,Alice,25,False,False,2
7fbbac83-fa94-11ef-a9a6-0242ac120003,18-29,ZA,Eastern Cape,East London,5219,female,Unemployed,xho,ZA,eastern_cape,East London,ZA,eastern_cape,Peddie,8,False,False,2
abba9b2c-ef57-11ef-a867-0242ac120003,18-29,ZA,Eastern Cape,East London,5247,female,SHEQ Officer,xho,ZA,eastern_cape,Port Elizabeth,ZA,eastern_cape,Port Elizabeth,1,False,False,5
890a7aee-f81d-11ef-a361-0242ac120003,30-39,ZA,Western Cape,Cape Town,7784,female,Unemployed,xho,ZA,eastern_cape,Engcobo,ZA,eastern_cape,Engcobo,10,False,False,2
e55f9931-0583-11f0-ac56-0242ac120003,30-39,ZA,Western Cape,Cape Town,7580,female,Admin Clerk,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,13,False,False,4
e8eeec49-009f-11f0-9dd7-0242ac120004,18-29,ZA,Gauteng,Benoni,1501,female,Unemployed,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,12,False,False,2
22fd0eee-ff22-11ef-a4e6-0242ac120005,18-29,ZA,Eastern Cape,Queenstown,5320,female,Speech collection project,xho,ZA,eastern_cape,Queenstown,ZA,eastern_cape,Queenstown,29,False,False,2
2cbd06a5-03ca-11f0-8300-0242ac120004,30-39,ZA,Eastern Cape,Mthatha,5099,female,Pepsico,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,3,False,False,2
a4545b1c-e91f-11ef-a55d-0242ac120005,40-49,ZA,Gauteng,Pretoria,187,female,Scholar transport driver,xho,ZA,gauteng,Germiston hospital,ZA,eastern_cape,Eastern Cape,24,False,False,5
a727f1d7-02fc-11f0-8300-0242ac120004,18-29,ZA,Gauteng,Benoni,1520,female,,xho,ZA,eastern_cape,Matatiele,ZA,eastern_cape,Matatiele,9,False,False,2
4bf97aaa-f287-11ef-bb32-0242ac120002,30-39,ZA,Eastern Cape,King William's Town,4930,female,Brand ambassador,xho,ZA,eastern_cape,Mount Frere,ZA,eastern_cape,King William's Town,1,False,False,4
b74a4bbe-f59f-11ef-ac4e-0242ac120005,30-39,ZA,Eastern Cape,East London,5219,female,Unemployed,xho,ZA,eastern_cape,Mbizana,ZA,eastern_cape,Mbizana,10,False,False,5
868f09d9-00e0-11f0-9dd7-0242ac120004,30-39,ZA,Western Cape,Capetown,7493,female,,xho,ZA,eastern_cape,Eastern Cape,ZA,eastern_cape,Cape Town,20,False,False,2
5a20ce4b-02fd-11f0-8300-0242ac120004,30-39,ZA,Eastern Cape,King Williams Town,5620,female,Finance,xho,ZA,eastern_cape,King William's Town,ZA,eastern_cape,King William's Town,31,False,False,2
4a799c18-f289-11ef-bb32-0242ac120002,30-39,ZA,Eastern Cape,East London,5219,male,Unemployed,xho,ZA,eastern_cape,Grahamstown,ZA,eastern_cape,East London,20,False,False,3
d2462f7f-f508-11ef-ac4e-0242ac120005,18-29,ZA,Eastern Cape,Bizana,4800,female,,xho,ZA,eastern_cape,Bizana,ZA,eastern_cape,Bizana,29,False,False,5
a6d071f0-e225-11ef-931f-0242ac120004,18-29,ZA,Eastern Cape,Bizana,4800,female,IT specialist,xho,ZA,eastern_cape,Bizana,ZA,eastern_cape,Bizana,28,False,False,3
dbd5d546-ff07-11ef-a4e6-0242ac120005,30-39,ZA,Eastern Cape,King William's Town,5601,female,Security,xho,ZA,eastern_cape,King William's Town,ZA,eastern_cape,East London,29,False,False,2
8b5cfe62-0574-11f0-ac56-0242ac120003,30-39,ZA,Gauteng,Johannesburg,1818,male,Unemployed,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,5,False,False,2
d1363d47-f406-11ef-ac4e-0242ac120005,30-39,ZA,Western Cape,Cape Town,7784,male,Unemployed,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,32,False,False,2
179b9b96-001a-11f0-b43a-0242ac120003,18-29,ZA,Eastern Cape,Gqeberha,6201,male,Freelancer,xho,ZA,freestate,Virginia,ZA,freestate,Port Elizabeth,15,False,False,4
52828b09-02f5-11f0-8300-0242ac120004,30-39,ZA,Eastern Cape,Port Elizabeth,6200,female,Self employed,xho,ZA,eastern_cape,Port Elizabeth,ZA,eastern_cape,Port Elizabeth,20,False,False,4
85fb67a3-02fe-11f0-8300-0242ac120004,30-39,ZA,Eastern Cape,Mthatha,5099,female,Freelancer,xho,ZA,eastern_cape,Tsolo,ZA,eastern_cape,Tsolo,32,False,False,2
d1c2481c-f4d3-11ef-ac4e-0242ac120005,40-49,ZA,Western Cape,Cape town,7100,female,Unemployed,xho,ZA,eastern_cape,Lady Frere,ZA,eastern_cape,Lady Frere,2,False,False,2
8d9f0bac-f4d3-11ef-ac4e-0242ac120005,40-49,ZA,Gauteng,Pretoria,182,female,Self employed,xho,ZA,eastern_cape,King William's Town,ZA,eastern_cape,King William's Town,5,False,False,4
dd130b86-031e-11f0-8300-0242ac120004,40-49,ZA,Gauteng,Johannesburg,1809,female,Self-employed,xho,ZA,gauteng,Johannesburg,ZA,western_cape,Queens Town,20,False,False,9
a21e56fe-0574-11f0-ac56-0242ac120003,18-29,ZA,Eastern Cape,Cala,5455,female,Unemployed,xho,ZA,eastern_cape,Lady Frere,ZA,eastern_cape,Cala,3,True,False,2
a13b2f60-0620-11f0-8778-0242ac120002,40-49,ZA,Eastern Cape,King William's Town,5608,male,Communications Officer,xho,ZA,eastern_cape,King William's Town,ZA,eastern_cape,King William's Town,45,False,False,5
5f6ef726-0633-11f0-981c-0242ac120002,18-29,ZA,Western Cape,Cape Town,7700,female,Student,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,2,False,False,2
86657798-00a0-11f0-9dd7-0242ac120004,40-49,ZA,Eastern Cape,Port Elizabeth,6211,male,Driver,xho,ZA,eastern_cape,Port Elizabeth,ZA,eastern_cape,Port Elizabeth,41,False,False,2
4d6773aa-e38e-11ef-baa7-0242ac120004,30-39,ZA,Gauteng,Johannesburg,1864,female,Part-time job,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,6,False,False,2
9e7c6536-e4a1-11ef-b971-0242ac120002,30-39,ZA,Eastern Cape,Molteno,5500,female,Unemployed,xho,ZA,eastern_cape,Peddie,ZA,eastern_cape,Peddie,7,False,False,3
87c8e963-f393-11ef-ac4e-0242ac120005,30-39,ZA,Western Cape,Cape Town,7550,female,Intern Admin Clerk,xho,ZA,western_cape,Cape Town,ZA,eastern_cape,Lady Frere,5,False,False,3
401a2f7d-0b11-11f0-9047-0242ac120004,18-29,ZA,Gauteng,Johannesburg,2001,female,Teacher,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,8,False,False,3
dc5da701-f4d2-11ef-ac4e-0242ac120005,40-49,ZA,Gauteng,Pretoria,81,female,Executive Personal Assistant,xho,ZA,gauteng,Carletonville,ZA,gauteng,Carletonville,2009,False,False,4
31173823-0426-11f0-8300-0242ac120004,18-29,ZA,Eastern Cape,Sterkspruit,9762,female,Student,xho,ZA,eastern_cape,Sterkspruit,ZA,eastern_cape,Sterkspruit,3,False,False,2
bdc43cc2-08cb-11f0-ae3c-0242ac120003,30-39,ZA,Eastern Cape,Port Elizabeth,6205,female,Unemployed,xho,ZA,eastern_cape,Port Elizabeth,ZA,eastern_cape,Port Elizabeth,6,False,False,2
12dac5ad-1f46-11f0-8813-0242ac120003,30-39,ZA,Eastern Cape,Umthatha,5099,male,,xho,ZA,eastern_cape,Umthatha,ZA,eastern_cape,Umthatha,25,False,False,4
fd5bf515-1605-11f0-bb20-0242ac120003,30-39,ZA,Eastern Cape,Port Elizabeth,6001,male,Digital Marketer,xho,ZA,eastern_cape,Port Elizabeth,ZA,eastern_cape,Port Elizabeth,32,False,False,4
7384a0e0-e3c4-11ef-baa7-0242ac120004,30-39,ZA,Western Cape,Cape Town,7784,female,Unemployed,xho,ZA,eastern_cape,Libode,ZA,eastern_cape,Libode,9,False,False,2
86071e79-0e31-11f0-9047-0242ac120004,18-29,ZA,Eastern Cape,Flagstaff,4810,female,,xho,ZA,kwazulu_natal,Durban,ZA,kwazulu_natal,Durban,12,False,False,2
5fed27a6-16df-11f0-bb20-0242ac120003,18-29,ZA,Gauteng,Johannesburg,2017,male,Unemployed,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,4,False,False,2
cbad6c20-16e1-11f0-bb20-0242ac120003,18-29,ZA,Gauteng,Roodepoort,1724,male,Unemployed,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,6,False,False,5
4445245b-0633-11f0-981c-0242ac120002,18-29,ZA,Eastern Cape,King William’s Town,5600,female,Student,xho,ZA,eastern_cape,King William’s Town,ZA,eastern_cape,King William’s Town,21,False,False,2
777bea50-f508-11ef-ac4e-0242ac120005,40-49,ZA,North West,Klerksdorp,2619,male,Professional Recording Artist and Voice over Artist Songwriter,xho,ZA,north_west,Klerksdorp,ZA,north_west,Klerksdorp,12,False,False,3
04e69f4c-1606-11f0-bb20-0242ac120003,18-29,ZA,Western Cape,Cape Town,7100,male,unemployed,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,22,False,False,4
1bcc36b7-1b87-11f0-9711-0242ac120002,18-29,ZA,KwaZulu-Natal,Durban,4000,male,Student,xho,ZA,eastern_cape,Bizana,ZA,eastern_cape,Bizana,3,False,False,5
57dc8e33-15d8-11f0-bb20-0242ac120003,40-49,ZA,Eastern Cape,Queenstown,5319,female,Sales Associate,xho,ZA,eastern_cape,Queenstown,ZA,eastern_cape,Queenstown,4,False,False,5
359e2ff3-1f48-11f0-8813-0242ac120003,18-29,ZA,Eastern Cape,King William's Town,5608,male,Student,xho,ZA,gauteng,Johannesburg,ZA,gauteng,King William's Town,4,False,False,2
81ea17c3-0621-11f0-8778-0242ac120002,18-29,ZA,Western Cape,Cape Town,7100,male,Unemployed,xho,ZA,gauteng,Soweto,ZA,gauteng,Johannesburg,7,False,False,2
c739a712-1f45-11f0-8813-0242ac120003,18-29,ZA,Eastern Cape,Whittlesea,5360,male,Unemployed,xho,ZA,western_cape,Cape Town,ZA,eastern_cape,Whittlesea,5,False,False,2
5a6e47eb-153d-11f0-bb20-0242ac120003,18-29,ZA,Western Cape,Cape Town,7700,male,Student,xho,ZA,gauteng,Carletonville,ZA,gauteng,Carletonville,2,False,False,2
08fbefd5-0dfd-11f0-9047-0242ac120004,18-29,ZA,Gauteng,Johannesburg,1809,female,,xho,ZA,western_cape,Cape Town,ZA,western_cape,Johannesburg,3,False,False,2
1f6e265d-087a-11f0-ae3c-0242ac120003,18-29,ZA,Eastern Cape,King William’s Town,5600,male,Unemployed,xho,ZA,eastern_cape,King William's Town,ZA,eastern_cape,King William's Town,26,False,False,5
c132f82a-1511-11f0-b3c5-0242ac120004,30-39,ZA,Gauteng,Johannesburg,1501,female,,xho,ZA,eastern_cape,East London,ZA,gauteng,Johannesburg,5,False,False,9
3003db3f-150a-11f0-b3c5-0242ac120004,30-39,ZA,Gauteng,Pretoria,7,female,Psychology Consultant,xho,ZA,eastern_cape,Elliotdale,ZA,eastern_cape,Mthatha,6,False,False,6
69a6f00d-e2da-11ef-931f-0242ac120004,18-29,ZA,Eastern Cape,East London,5247,female,Unemployed,xho,ZA,eastern_cape,Welkom,ZA,freestate,Tsomo,2021,False,False,2
fb8ca177-0dfc-11f0-9047-0242ac120004,60+,ZA,Gauteng,Randburg,2188,female,Retired,xho,ZA,gauteng,Johannesburg,ZA,gauteng,Cofimvaba,14,False,False,2
c791568d-1053-11f0-945d-0242ac120004,40-49,ZA,Eastern Cape,East London,5247,female,Receptionist,xho,ZA,eastern_cape,East London,ZA,eastern_cape,Port Elizabeth,5,False,False,4
fb546d73-fa50-11ef-a9a6-0242ac120003,30-39,ZA,Eastern Cape,East London,5201,female,Unemployed,xho,ZA,eastern_cape,East London,ZA,eastern_cape,East London,29,False,False,3
f28fe4e6-0f87-11f0-89c7-0242ac120004,40-49,ZA,Eastern Cape,Mthatha,5099,female,Teacher,xho,ZA,eastern_cape,Mthatha,ZA,eastern_cape,Mthatha,41,False,False,5
e61decf3-02ff-11f0-8300-0242ac120004,30-39,ZA,Western Cape,Cape Town,7441,female,Teacher,xho,ZA,eastern_cape,Mount Fletcher,ZA,western_cape,Cape Town,30,False,False,5
705a34e6-15d9-11f0-bb20-0242ac120003,40-49,ZA,Gauteng,Johannesburg,1709,female,Freelancer,xho,ZA,eastern_cape,East London,ZA,eastern_cape,East London,5,False,False,4
73c1bbfe-0e18-11f0-9047-0242ac120004,18-29,ZA,Eastern Cape,Maclear,5480,female,Not Employed,xho,ZA,eastern_cape,Mtata,ZA,eastern_cape,Maclear,26,False,False,2
fb1357c7-f7f5-11ef-bf9c-0242ac120002,30-39,ZA,Gauteng,Pretoria,83,male,Researcher,xho,ZA,eastern_cape,Engcobo,ZA,eastern_cape,Engcobo,3,False,False,5
3668d0a9-1606-11f0-bb20-0242ac120003,18-29,ZA,Western Cape,Cape Town,7784,male,Student,xho,ZA,western_cape,Cape Town,ZA,western_cape,Cape Town,20,False,False,2
6201fa6e-1608-11f0-bb20-0242ac120003,40-49,ZA,Gauteng,Johannesburg,2188,female,Unemployed,xho,ZA,eastern_cape,Queenstown,ZA,eastern_cape,Alice,5,False,False,5
c16befd7-111c-11f0-9fdc-0242ac120004,30-39,ZA,Western Cape,Cape Town,7784,male,Unemployed,xho,ZA,eastern_cape,Umtata,ZA,eastern_cape,Umtata,8,False,False,2
7dd2ffa4-fe7b-11ef-a4e6-0242ac120005,18-29,ZA,Limpopo,Tzaneen,885,female,Student,tso,ZA,limpopo,Tzaneen,ZA,limpopo,Tzaneen,26,False,False,2
af2b1296-fe7a-11ef-a4e6-0242ac120005,18-29,ZA,Limpopo,Tzaneen,850,male,Unemployed,tso,ZA,limpopo,Tzaneen,ZA,limpopo,Tzaneen,23,False,False,2
35d10d51-fe7e-11ef-a4e6-0242ac120005,18-29,ZA,Limpopo,Malamulele,982,female,Unemployed,tso,ZA,limpopo,Thohoyandou,ZA,limpopo,Malamulele,28,False,False,9
2b99bf4c-ffed-11ef-b43a-0242ac120003,18-29,ZA,Gauteng,Johannesburg,1819,female,Student,tso,ZA,gauteng,Soweto,ZA,gauteng,Soweto,21,False,False,2
c0b7fdd2-fe7a-11ef-a4e6-0242ac120005,18-29,ZA,Gauteng,Boksburg,1459,female,Unemployed,tso,ZA,gauteng,Boksburg,ZA,gauteng,Boksburg,27,False,False,3
823ba436-02f7-11f0-8300-0242ac120004,18-29,ZA,Mpumalanga,EMalahleni,2233,female,Unemployed,tso,ZA,mpumalanga,Bushbuckridge,ZA,mpumalanga,EMalahleni,5,False,False,5
2f9ddfc1-fe7a-11ef-a4e6-0242ac120005,30-39,ZA,Limpopo,Polokwane,700,male,Language Lecturer,tso,ZA,limpopo,Giyani,ZA,limpopo,Giyani,1,False,False,6
bf3825bf-fe7b-11ef-a4e6-0242ac120005,18-29,ZA,Limpopo,Phalaborwa,1391,female,Unemployed,tso,ZA,limpopo,Phalaborwa,ZA,limpopo,Phalaborwa,20,False,False,1
670e34e3-fe76-11ef-a4e6-0242ac120005,18-29,ZA,Limpopo,Malamulele,982,female,Unemployed,tso,ZA,limpopo,Malamulele,ZA,limpopo,Malamulele,10,False,False,2
e2f7bd39-0623-11f0-8778-0242ac120002,18-29,ZA,Gauteng,Johannesburg,2000,female,Registered Nurse,tso,ZA,limpopo,Giyani,ZA,limpopo,Giyani,1,False,False,4
8e79c82b-087d-11f0-ae3c-0242ac120003,18-29,ZA,Limpopo,Giyani,960,female,Student,tso,ZA,limpopo,Giyani,ZA,limpopo,Giyani,19,False,False,2
361736e8-fe75-11ef-a4e6-0242ac120005,18-29,ZA,Mpumalanga,Bushbuckridge,1281,female,Student,tso,ZA,mpumalanga,Bushbuckridge,ZA,mpumalanga,Bushbuckridge,22,False,False,2
8eb7bd03-fe78-11ef-a4e6-0242ac120005,40-49,ZA,Mpumalanga,Nelspruit,1363,female,Unemployed,tso,ZA,mpumalanga,Nelspruit,ZA,mpumalanga,Nelspruit,45,False,False,2
5555eed3-fe7a-11ef-a4e6-0242ac120005,30-39,ZA,Gauteng,Pretoria,6,female,Teacher,tso,ZA,limpopo,Makhado,ZA,limpopo,Makhado,5,False,False,4
17466eb6-114d-11f0-9fdc-0242ac120004,18-29,ZA,Gauteng,Ekurhuleni,1632,female,,tso,ZA,limpopo,Tzaneen,ZA,limpopo,Tzaneen,4,False,False,5
6558cba1-fe7b-11ef-a4e6-0242ac120005,30-39,ZA,Gauteng,Johannesburg,2192,female,Sales Consultant,tso,ZA,limpopo,Thohoyandou,ZA,gauteng,Johannesburg,32,False,False,3
7e794ee5-0003-11f0-b43a-0242ac120003,18-29,ZA,Limpopo,Tzaneen,850,female,Unemployed,tso,ZA,limpopo,Tzaneen,ZA,limpopo,Tzaneen,24,False,False,3
bd8ac37b-1379-11f0-b3c5-0242ac120004,18-29,ZA,Limpopo,Tzaneen,850,female,Student,tso,ZA,limpopo,Tzaneen,ZA,limpopo,Tzaneen,2,False,False,5
6508d930-02f7-11f0-8300-0242ac120004,18-29,ZA,Mpumalanga,Mbombela,1280,male,Student,tso,ZA,mpumalanga,Nkomazi Kamhlushwa,ZA,mpumalanga,Bushbuckridge,2,False,False,2
89091ce0-fe73-11ef-a4e6-0242ac120005,18-29,ZA,Gauteng,Johannesburg,1818,female,Cashier,tso,ZA,gauteng,Tembisa,ZA,mpumalanga,Thulamahashe,3,False,False,2
57e3a0a5-0553-11f0-8300-0242ac120004,30-39,ZA,Gauteng,Johannesburg,1685,female,Student,tso,ZA,mpumalanga,Hammanskraal,ZA,mpumalanga,Hammanskraal,4,False,False,2
2806f008-106d-11f0-9fdc-0242ac120004,18-29,ZA,Limpopo,Polokwane,700,female,Student,tso,ZA,limpopo,Malamulele,ZA,limpopo,Malamulele,3,False,False,2
a6a5c426-fe74-11ef-a4e6-0242ac120005,18-29,ZA,Mpumalanga,Hazyview,1375,female,unemployed,tso,ZA,mpumalanga,Hazyview,ZA,mpumalanga,Hazyview,20,False,False,2
b2a1a16e-1524-11f0-92e5-0242ac120004,30-39,ZA,Limpopo,Malamulele,982,male,Technical Support Re,tso,ZA,limpopo,Malamulele,ZA,limpopo,Malamulele,20,False,False,5
fd6200cf-0e1c-11f0-9047-0242ac120004,30-39,ZA,Mpumalanga,Mbombela,1365,female,Unemployed,tso,ZA,mpumalanga,Thulamahashe,ZA,mpumalanga,Thulamahashe,34,False,False,2
9e3e7432-0553-11f0-8300-0242ac120004,18-29,ZA,Gauteng,Roodepoort,1724,male,Security officer,tso,ZA,limpopo,Giyani,ZA,limpopo,Johannesburg,6,False,False,2
2abf8ee2-15fa-11f0-bb20-0242ac120003,18-29,ZA,Gauteng,Johannesburg,2001,male,Sales representative,tso,ZA,limpopo,Phalaborwa,ZA,limpopo,Phalaborwa,6,False,False,3
b0092933-154f-11f0-bb20-0242ac120003,30-39,ZA,Mpumalanga,Whiteriver,1214,female,Unemployed,tso,ZA,limpopo,Giyani,ZA,limpopo,Giyani,5,False,False,4
8d8abd0e-154f-11f0-bb20-0242ac120003,30-39,ZA,Gauteng,Pretoria,25,female,Chat moderator,tso,ZA,limpopo,Elim,ZA,limpopo,Tiyani Magoro,6,False,False,2
2c5f896e-1aca-11f0-b4a5-0242ac120002,18-29,ZA,Limpopo,Phalaborwa,1390,male,I'm willing to be part of the project,tso,ZA,limpopo,Phalaborwa,ZA,limpopo,Phalaborwa,2005,False,False,5
5438af61-15e9-11f0-bb20-0242ac120003,18-29,ZA,Mpumalanga,Thulamahashe,1365,female,Unemployed,tso,ZA,mpumalanga,Thulamahashe,ZA,mpumalanga,Allandale,23,False,False,2
2a27977d-151c-11f0-b3c5-0242ac120004,18-29,ZA,Gauteng,Johannesburg,1818,female,Student,tso,ZA,limpopo,Tzaneen,ZA,limpopo,Johannesburg,15,False,False,2
5719debb-151f-11f0-b3c5-0242ac120004,30-39,ZA,Gauteng,Pretoria,1,female,Supervisor,tso,ZA,limpopo,Elim,ZA,limpopo,Elim,10,False,False,3
8512412b-154f-11f0-bb20-0242ac120003,18-29,ZA,Mpumalanga,Nelspruit,1246,female,Student,tso,ZA,mpumalanga,Nelspruit,ZA,mpumalanga,Nelspruit,24,False,False,5
d06cd0c8-fe7c-11ef-a4e6-0242ac120005,30-39,ZA,Limpopo,Malamulele,982,male,Freelancer,tso,ZA,limpopo,Polokwane,ZA,limpopo,Polokwane,4,False,False,3
9cd8c408-1f4a-11f0-8813-0242ac120003,18-29,ZA,Limpopo,Phalaborwa,1890,male,,tso,ZA,limpopo,Phalaborwa,ZA,limpopo,Phalaborwa,24,False,False,5
212dfd3b-150e-11f0-b3c5-0242ac120004,18-29,ZA,Limpopo,Thohoyandou,950,female,Student,tso,ZA,limpopo,Malamulele,ZA,limpopo,Thohoyandou,5,False,False,3
ef7757ff-1aa9-11f0-ab2d-0242ac120005,18-29,ZA,Limpopo,Malamulele,982,male,,tso,ZA,limpopo,Malamulele,ZA,limpopo,Mhinga,27,False,False,4
6144d467-1f7f-11f0-8813-0242ac120003,18-29,ZA,Gauteng,Johannesburg,2090,male,Alexandra,tso,ZA,limpopo,Malamulele,ZA,limpopo,Malamulele,5,False,False,2
a68c65ba-e21b-11ef-931f-0242ac120004,30-39,ZA,KwaZulu-Natal,Durban,4066,female,Small business owner,zul,ZA,kwazulu_natal,Durban,ZA,kwazulu_natal,Durban,33,False,False,5
00889200-e241-11ef-931f-0242ac120004,40-49,ZA,Gauteng,Germiston,1401,female,Sales Manager,zul,ZA,gauteng,Germiston,ZA,gauteng,Germiston,19,False,False,3
e1bd410a-e230-11ef-931f-0242ac120004,18-29,ZA,KwaZulu-Natal,Durban,4339,female,Freelance,zul,ZA,kwazulu_natal,Newcastle,ZA,kwazulu_natal,Newcastle,28,False,False,3
89eaca90-e21b-11ef-931f-0242ac120004,30-39,ZA,Gauteng,Brakpan,1550,male,Security,zul,ZA,gauteng,Brakpan,ZA,gauteng,Brakpan,10,False,False,2
0496ae5d-e240-11ef-931f-0242ac120004,18-29,ZA,Gauteng,Germiston,1428,female,Unemployed,zul,ZA,kwazulu_natal,New Castle,ZA,kwazulu_natal,Nqutu,3,False,False,5
55b3af53-e236-11ef-931f-0242ac120004,40-49,ZA,KwaZulu-Natal,Kwamashu,4360,female,Social worker,zul,ZA,kwazulu_natal,Nongoma,ZA,kwazulu_natal,Mandeni,3,False,False,5
da41e612-e52f-11ef-b500-0242ac120002,18-29,ZA,Gauteng,Soweto,1868,female,Unemployed,zul,ZA,gauteng,Soweto,ZA,gauteng,Ladysmith,10,False,False,3
0c342dc7-e2d0-11ef-931f-0242ac120004,30-39,ZA,KwaZulu-Natal,Eshowe,3815,female,Agricultural Facilitator,zul,ZA,kwazulu_natal,Eshowe,ZA,kwazulu_natal,Eshowe,6,False,False,5
c8877416-e21b-11ef-931f-0242ac120004,30-39,ZA,Gauteng,Soweto,1804,male,Sales assistant,zul,ZA,kwazulu_natal,Newcastle,ZA,kwazulu_natal,Newcastle,20,False,False,3
ef4cbbce-e2cf-11ef-931f-0242ac120004,18-29,ZA,Gauteng,Benoni,1507,female,Technical specialist,zul,ZA,gauteng,Benoni,ZA,gauteng,Benoni,25,False,False,9
9cd26bdc-e23a-11ef-931f-0242ac120004,30-39,ZA,Gauteng,Johannesburg,2107,female,Candidate Attorney,zul,ZA,kwazulu_natal,Durban,ZA,kwazulu_natal,Durban,1,False,False,6
72ecc4fd-e2e4-11ef-931f-0242ac120004,30-39,ZA,Gauteng,Johannesburg,2157,female,Currently unemployed,zul,ZA,kwazulu_natal,Ladysmith,ZA,kwazulu_natal,Durban,1,False,False,4
1be65e4a-e21e-11ef-931f-0242ac120004,18-29,ZA,KwaZulu-Natal,Durban,3976,female,Cashier,zul,ZA,kwazulu_natal,Mbazwana,ZA,kwazulu_natal,Mbazwana,5,False,False,5
e0256112-e21b-11ef-931f-0242ac120004,30-39,ZA,KwaZulu-Natal,Durban,3610,female,Office Administrator,zul,ZA,kwazulu_natal,Mtubatuba,ZA,kwazulu_natal,Mtubatuba,11,False,False,5
2d99254f-e557-11ef-b500-0242ac120002,18-29,ZA,Gauteng,Johannesburg,1818,female,Teacher,zul,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,22,False,False,5
c5da8497-e7c0-11ef-9e0f-0242ac120002,50-59,ZA,Gauteng,Alberton,1434,female,ESL Teacher,zul,ZA,gauteng,Alberton,ZA,gauteng,Alberton,39,False,False,7
ec74a701-e489-11ef-b971-0242ac120002,18-29,ZA,KwaZulu-Natal,Kloof,3610,male,,zul,ZA,kwazulu_natal,Durban,ZA,kwazulu_natal,Durban,9,False,False,2
b142fefe-e39f-11ef-baa7-0242ac120004,30-39,ZA,KwaZulu-Natal,Newcastle,2952,female,Unemployed,zul,ZA,kwazulu_natal,Newcastle,ZA,kwazulu_natal,Newcastle,30,False,False,4
1ce89753-e239-11ef-931f-0242ac120004,30-39,ZA,Gauteng,Johannesburg,1685,female,Unemployed,zul,ZA,gauteng,Johannesburgg,ZA,gauteng,Johannesburg,20,False,False,3
b7e6d850-e212-11ef-931f-0242ac120004,18-29,ZA,Gauteng,Johannesburg,2001,female,Safety Officer,zul,ZA,gauteng,Johannesburg,ZA,gauteng,Johannesburg,5,False,False,4
eb2aa0ed-e21c-11ef-931f-0242ac120004,30-39,ZA,Gauteng,Benoni,1520,male,Machine operator,zul,ZA,gauteng,Benoni,ZA,gauteng,Benoni,33,False,False,5
310f065b-e216-11ef-931f-0242ac120004,30-39,ZA,KwaZulu-Natal,Vryheid,3107,male,Unemployed,zul,ZA,kwazulu_natal,Vryheid,ZA,kwazulu_natal,Vryheid,10,False,False,5
9c3dc345-e216-11ef-931f-0242ac120004,30-39,ZA,KwaZulu-Natal,Ladysmith,3370,female,Unemployed,zul,ZA,kwazulu_natal,Ladysmith,ZA,kwazulu_natal,Ladysmith,30,False,False,5
dce6640c-e216-11ef-931f-0242ac120004,18-29,ZA,KwaZulu-Natal,Empangeni,3880,female,Quality Document Controller,zul,ZA,gauteng,Soweto,ZA,gauteng,Empangeni,2,False,False,5
8bcce8ce-e217-11ef-931f-0242ac120004,18-29,ZA,Gauteng,Vanderbijlpark,1939,female,Nurse,zul,ZA,kwazulu_natal,Vryheid,ZA,kwazulu_natal,Vryheid,1,False,False,2
71dd99e1-e234-11ef-931f-0242ac120004,18-29,ZA,KwaZulu-Natal,Harding,4680,male,Unemployed,zul,ZA,kwazulu_natal,Harding,ZA,kwazulu_natal,Harding,24,False,False,5
80158c34-e39f-11ef-baa7-0242ac120004,30-39,ZA,Gauteng,Johannesburg,1841,female,Unemployed,zul,ZA,gauteng,Soweto,ZA,gauteng,Emdeni South,21,False,False,9
